PeTe batch test script
MAPK8.pet,	fNOK190939,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45052
MAPK8.pet,	fNOK190212,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45052
MAPK8.pet,	fNOK199690,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45052
MAPK8.pet,	fNOK190700,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45520
MAPK8.pet,	fNOK198469,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45376
MAPK8.pet,	fNOK191135,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45052
MAPK8.pet,	fNOK193050,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45052
MAPK8.pet,	fNOK196324,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45052
MAPK8.pet,	fNOK194463,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45676
MAPK8.pet,	fNOK196130,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45052
MAPK40.pet,	fNOK190939,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45052
MAPK40.pet,	fNOK190212,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45052
MAPK40.pet,	fNOK199690,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45052
MAPK40.pet,	fNOK190700,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45052
MAPK40.pet,	fNOK198469,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45376
MAPK40.pet,	fNOK191135,	Linear over-approximation,	Not satisfiable,	0.01,	0,	0,	0,	45052
MAPK40.pet,	fNOK193050,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45376
MAPK40.pet,	fNOK196324,	Linear over-approximation,	Not satisfiable,	0.01,	0,	0,	0,	45376
MAPK40.pet,	fNOK194463,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45676
MAPK40.pet,	fNOK196130,	Linear over-approximation,	Not satisfiable,	0,	0,	0,	0,	45152
MAPK80.pet,	fNOK190939,	Linear over-approximation,	Not satisfiable,	0.01,	0,	0,	0,	45052
